"state_name","skills_name","skill_count","total_ai_listings","proportion"
"Indiana","Other",35,121,0.289256198347107
"Iowa","Other",28,94,0.297872340425532
"Kansas","Other",31,93,0.333333333333333
"Kentucky","Other",18,75,0.24
"Louisiana","Other",20,74,0.27027027027027
"Maryland","Other",160,447,0.357941834451902
"Massachusetts","Other",323,794,0.406801007556675
"Michigan","Other",151,390,0.387179487179487
"Minnesota","Other",81,242,0.334710743801653
"Mississippi","Other",17,49,0.346938775510204
"Missouri","Other",54,202,0.267326732673267
"Nebraska","Other",14,77,0.181818181818182
"Nevada","Other",24,82,0.292682926829268
"New Hampshire","Other",10,58,0.172413793103448
"New Jersey","Other",228,644,0.354037267080745
"New York","Other",378,1117,0.338406445837064
"North Carolina","Other",200,572,0.34965034965035
"Ohio","Other",136,363,0.37465564738292
"Oklahoma","Other",19,63,0.301587301587302
"Oregon","Other",65,246,0.264227642276423
"Pennsylvania","Other",230,552,0.416666666666667
"Tennessee","Other",54,157,0.343949044585987
"Texas","Other",506,1402,0.360912981455064
"Utah","Other",41,131,0.312977099236641
"Virginia","Other",327,944,0.346398305084746
"Washington","Other",221,726,0.304407713498623
"Washington, D.C. (District of Columbia)","Other",120,323,0.371517027863777
"Wisconsin","Other",43,131,0.32824427480916
